GeneID	#PubMed	Symbol
127890110	1	LOC127890110
127890109	1	LOC127890109
127890108	1	LOC127890108
127890076	1	LOC127890076
127890075	1	LOC127890075
127890074	1	LOC127890074
127890031	1	LOC127890031
127890043	1	LOC127890043
127890042	1	LOC127890042
127890041	1	LOC127890041
127890040	1	LOC127890040
127890039	1	LOC127890039
127890038	1	LOC127890038
128609	1	MRPS16P2
127890036	1	LOC127890036
127890035	1	LOC127890035
127890034	1	LOC127890034
127890033	1	LOC127890033
127890032	1	LOC127890032
127890030	1	LOC127890030
127890073	1	LOC127890073
128668	1	RPL7AP12
127890028	1	LOC127890028
127890027	1	LOC127890027
128709	1	RPL23AP6
127890025	1	LOC127890025
127890024	1	LOC127890024
127890023	1	LOC127890023
128718	1	RPS11P1
128756	1	RPL15P1
127890020	1	LOC127890020
127890019	1	LOC127890019
127890018	1	LOC127890018
127890044	1	LOC127890044
127890045	1	LOC127890045
127890046	1	LOC127890046
127890047	1	LOC127890047
127890072	1	LOC127890072
127890071	1	LOC127890071
127890070	1	LOC127890070
128322	1	NUTF2P4
127890068	1	LOC127890068
127890067	1	LOC127890067
127890066	1	LOC127890066
127890065	1	LOC127890065
127890064	1	LOC127890064
127890063	1	LOC127890063
127890062	1	LOC127890062
110121179	1	LOC110121179
127890060	1	LOC127890060
127890059	1	LOC127890059
128467	1	RPL12P11
127890057	1	LOC127890057
127890056	1	LOC127890056
127890055	1	LOC127890055
127890054	1	LOC127890054
127890053	1	LOC127890053
127890052	1	LOC127890052
127890051	1	LOC127890051
128580	1	RPS4XP3
127890049	1	LOC127890049
127890048	1	LOC127890048
127889896	1	LOC127889896
127889894	1	LOC127889894
127889656	1	LOC127889656
127889730	1	LOC127889730
127889742	1	LOC127889742
127889741	1	LOC127889741
110121194	1	LOC110121194
127889739	1	LOC127889739
127889738	1	LOC127889738
127889737	1	LOC127889737
127889736	1	LOC127889736
127889735	1	LOC127889735
127889734	1	LOC127889734
127889733	1	LOC127889733
127889732	1	LOC127889732
127889731	1	LOC127889731
127889729	1	LOC127889729
127889744	1	LOC127889744
127889728	1	LOC127889728
127889727	1	LOC127889727
127889726	1	LOC127889726
127889725	1	LOC127889725
127889724	1	LOC127889724
127889723	1	LOC127889723
127889722	1	LOC127889722
127889721	1	LOC127889721
127889720	1	LOC127889720
127889719	1	LOC127889719
127889718	1	LOC127889718
127889717	1	LOC127889717
127889743	1	LOC127889743
127889745	1	LOC127889745
140678	1	MLLT10P1
127889760	1	LOC127889760
127889772	1	LOC127889772
140451	1	SCA9
140454	1	PSORS8
127889769	1	LOC127889769
127889768	1	LOC127889768
127889767	1	LOC127889767
127889766	1	LOC127889766
127889765	1	LOC127889765
127889764	1	LOC127889764
127889763	1	LOC127889763
127889762	1	LOC127889762
127889761	1	LOC127889761
127889759	1	LOC127889759
127889746	1	LOC127889746
127889758	1	LOC127889758
127889757	1	LOC127889757
127889756	1	LOC127889756
127889755	1	LOC127889755
127889754	1	LOC127889754
140468	1	COX11P1
127889752	1	LOC127889752
127889751	1	LOC127889751
127889750	1	LOC127889750
127889749	1	LOC127889749
127889748	1	LOC127889748
127889747	1	LOC127889747
127889716	1	LOC127889716
127889714	1	LOC127889714
127889893	1	LOC127889893
127889670	1	LOC127889670
127889682	1	LOC127889682
127889681	1	LOC127889681
127889680	1	LOC127889680
127889679	1	LOC127889679
127889678	1	LOC127889678
127889677	1	LOC127889677
127889676	1	LOC127889676
127889675	1	LOC127889675
127889674	1	LOC127889674
127889673	1	LOC127889673
127889672	1	LOC127889672
127889671	1	LOC127889671
127889669	1	LOC127889669
127889684	1	LOC127889684
127889668	1	LOC127889668
127889667	1	LOC127889667
127889666	1	LOC127889666
127889665	1	LOC127889665
127889664	1	LOC127889664
127889663	1	LOC127889663
140696	1	RPL37P1
127889661	1	LOC127889661
127889660	1	LOC127889660
127889659	1	LOC127889659
127889658	1	LOC127889658
127889657	1	LOC127889657
127889683	1	LOC127889683
127889685	1	LOC127889685
127889713	1	LOC127889713
127889700	1	LOC127889700
127889712	1	LOC127889712
127889711	1	LOC127889711
127889710	1	LOC127889710
127889709	1	LOC127889709
127889708	1	LOC127889708
127889707	1	LOC127889707
127889706	1	LOC127889706
127889705	1	LOC127889705
127889704	1	LOC127889704
127889703	1	LOC127889703
127889702	1	LOC127889702
127889701	1	LOC127889701
127889699	1	LOC127889699
127889686	1	LOC127889686
127889698	1	LOC127889698
127889697	1	LOC127889697
127889696	1	LOC127889696
127889695	1	LOC127889695
127889694	1	LOC127889694
127889693	1	LOC127889693
127889692	1	LOC127889692
127889691	1	LOC127889691
127889690	1	LOC127889690
127889689	1	LOC127889689
127889688	1	LOC127889688
127889687	1	LOC127889687
127889773	1	LOC127889773
127889774	1	LOC127889774
127889775	1	LOC127889775
127889850	1	LOC127889850
135942	1	OR2A15P
127889861	1	LOC127889861
127889860	1	LOC127889860
127889859	1	LOC127889859
127889858	1	LOC127889858
127889857	1	LOC127889857
127889856	1	LOC127889856
127889855	1	LOC127889855
127889854	1	LOC127889854
127889853	1	LOC127889853
127889852	1	LOC127889852
136540	1	PRSS3P3
127889849	1	LOC127889849
127889864	1	LOC127889864
127889848	1	LOC127889848
137133	1	PSAT1P1
137290	1	MRPL9P1
127889845	1	LOC127889845
127889844	1	LOC127889844
127889843	1	LOC127889843
137406	1	MRPS16P1
127889841	1	LOC127889841
110121187	1	LOC110121187
127889839	1	LOC127889839
127889838	1	LOC127889838
127889837	1	LOC127889837
127889863	1	LOC127889863
127889865	1	LOC127889865
127889776	1	LOC127889776
134082	1	OR2AI1P
127889892	1	LOC127889892
127889891	1	LOC127889891
127889890	1	LOC127889890
134008	1	MRPL11P2
127889888	1	LOC127889888
127889887	1	LOC127889887
127889886	1	LOC127889886
127889885	1	LOC127889885
127889884	1	LOC127889884
127889883	1	LOC127889883
127889882	1	LOC127889882
127889881	1	LOC127889881
127889879	1	LOC127889879
127889866	1	LOC127889866
127889878	1	LOC127889878
127889877	1	LOC127889877
127889876	1	LOC127889876
127889875	1	LOC127889875
127889874	1	LOC127889874
127889873	1	LOC127889873
127889872	1	LOC127889872
134490	1	MRPL57P6
134756	1	RPL29P1
127889869	1	LOC127889869
110121186	1	LOC110121186
127889867	1	LOC127889867
127889836	1	LOC127889836
127889835	1	LOC127889835
127889834	1	LOC127889834
127889790	1	LOC127889790
127889802	1	LOC127889802
127889801	1	LOC127889801
127889800	1	LOC127889800
127889799	1	LOC127889799
127889798	1	LOC127889798
127889797	1	LOC127889797
127889796	1	LOC127889796
127889795	1	LOC127889795
127889794	1	LOC127889794
127889793	1	LOC127889793
127889792	1	LOC127889792
110121192	1	LOC110121192
140100	1	RBMY2KP
138652	1	PRSS47P
127889788	1	LOC127889788
127889787	1	LOC127889787
127889786	1	LOC127889786
140101	1	RBMY2MP
140123	1	RBMY2CP
127889783	1	LOC127889783
127889782	1	LOC127889782
127889781	1	LOC127889781
127889780	1	LOC127889780
127889779	1	LOC127889779
127889778	1	LOC127889778
127889777	1	LOC127889777
140028	1	GAPDHP19
127889804	1	LOC127889804
110121191	1	LOC110121191
109623458	1	SNORD170
139041	1	PSMAGEA
127889831	1	LOC127889831
127889830	1	LOC127889830
139061	1	PLLPP1
127889828	1	LOC127889828
127889827	1	LOC127889827
139163	1	SALL1P1
127889825	1	LOC127889825
109623459	1	SNORA25B
139363	1	MAGEA13P
139452	1	RPL6P30
139516	1	AKAP17BP
127889820	1	LOC127889820
127889819	1	LOC127889819
127889818	1	LOC127889818
127889817	1	LOC127889817
127889816	1	LOC127889816
127889815	1	LOC127889815
127889814	1	LOC127889814
127889813	1	LOC127889813
139542	1	E2F6P4
127889810	1	LOC127889810
127889809	1	LOC127889809
127889808	1	LOC127889808
127889807	1	LOC127889807
127894929	1	LOC127894929
127894930	1	LOC127894930
127894931	1	LOC127894931
129389078	1	LOC129389078
129389090	1	LOC129389090
129389089	1	LOC129389089
129389088	1	LOC129389088
129389087	1	LOC129389087
129389086	1	LOC129389086
129389085	1	LOC129389085
129389084	1	LOC129389084
129389083	1	LOC129389083
129389082	1	LOC129389082
129389081	1	LOC129389081
129389080	1	LOC129389080
129389079	1	LOC129389079
129389077	1	LOC129389077
129389092	1	LOC129389092
129389076	1	LOC129389076
129389075	1	LOC129389075
129389074	1	LOC129389074
129389073	1	LOC129389073
129389072	1	LOC129389072
129389071	1	LOC129389071
129389070	1	LOC129389070
129389069	1	LOC129389069
129389068	1	LOC129389068
129389067	1	LOC129389067
129389066	1	LOC129389066
129389065	1	LOC129389065
129389091	1	LOC129389091
129389093	1	LOC129389093
129389063	1	LOC129389063
129389108	1	LOC129389108
129389120	1	LOC129389120
129389119	1	LOC129389119
129389118	1	LOC129389118
129389117	1	LOC129389117
129389116	1	LOC129389116
129389115	1	LOC129389115
129389114	1	LOC129389114
129389113	1	LOC129389113
129389112	1	LOC129389112
129389111	1	LOC129389111
129389110	1	LOC129389110
129389109	1	LOC129389109
129389107	1	LOC129389107
129389094	1	LOC129389094
129389106	1	LOC129389106
129389105	1	LOC129389105
129389104	1	LOC129389104
129389103	1	LOC129389103
129389102	1	LOC129389102
129389101	1	LOC129389101
129389100	1	LOC129389100
129389099	1	LOC129389099
129389098	1	LOC129389098
129389097	1	LOC129389097
129389096	1	LOC129389096
129389095	1	LOC129389095
129389064	1	LOC129389064
129389062	1	LOC129389062
129389003	1	LOC129389003
129389018	1	LOC129389018
129389030	1	LOC129389030
129389029	1	LOC129389029
129389028	1	LOC129389028
129389027	1	LOC129389027
129389026	1	LOC129389026
129389025	1	LOC129389025
129389024	1	LOC129389024
129389023	1	LOC129389023
129389022	1	LOC129389022
129389021	1	LOC129389021
129389020	1	LOC129389020
129389019	1	LOC129389019
129389017	1	LOC129389017
129389032	1	LOC129389032
129389016	1	LOC129389016
129389015	1	LOC129389015
129389014	1	LOC129389014
129389013	1	LOC129389013
129389012	1	LOC129389012
129389011	1	LOC129389011
129389010	1	LOC129389010
129389009	1	LOC129389009
129389008	1	LOC129389008
129389007	1	LOC129389007
129389006	1	LOC129389006
129389005	1	LOC129389005
129389031	1	LOC129389031
129389033	1	LOC129389033
129389061	1	LOC129389061
129389048	1	LOC129389048
129389060	1	LOC129389060
129389059	1	LOC129389059
129389058	1	LOC129389058
129389057	1	LOC129389057
129389056	1	LOC129389056
129389055	1	LOC129389055
129389054	1	LOC129389054
129389053	1	LOC129389053
129389052	1	LOC129389052
129389051	1	LOC129389051
129389050	1	LOC129389050
129389049	1	LOC129389049
129389047	1	LOC129389047
129389034	1	LOC129389034
129389046	1	LOC129389046
129389045	1	LOC129389045
129389044	1	LOC129389044
129389043	1	LOC129389043
129389042	1	LOC129389042
129389041	1	LOC129389041
129389040	1	LOC129389040
129389039	1	LOC129389039
129389038	1	LOC129389038
129389037	1	LOC129389037
129389036	1	LOC129389036
129389035	1	LOC129389035
129389121	1	LOC129389121
129389122	1	LOC129389122
129389123	1	LOC129389123
129389197	1	LOC129389197
129389209	1	LOC129389209
129389208	1	LOC129389208
129389207	1	LOC129389207
129389206	1	LOC129389206
129389205	1	LOC129389205
129389204	1	LOC129389204
129389203	1	LOC129389203
129389202	1	LOC129389202
129389201	1	LOC129389201
129389200	1	LOC129389200
129389199	1	LOC129389199
129389198	1	LOC129389198
129389196	1	LOC129389196
129389211	1	LOC129389211
129389195	1	LOC129389195
129389194	1	LOC129389194
129389193	1	LOC129389193
129389192	1	LOC129389192
129389191	1	LOC129389191
129389190	1	LOC129389190
129389189	1	LOC129389189
129389188	1	LOC129389188
129389187	1	LOC129389187
129389186	1	LOC129389186
129389185	1	LOC129389185
129389184	1	LOC129389184
129389210	1	LOC129389210
129389212	1	LOC129389212
129389124	1	LOC129389124
129389227	1	LOC129389227
129389239	1	LOC129389239
129389238	1	LOC129389238
129389237	1	LOC129389237
129389236	1	LOC129389236
129389235	1	LOC129389235
129389234	1	LOC129389234
129389233	1	LOC129389233
129389232	1	LOC129389232
129389231	1	LOC129389231
129389230	1	LOC129389230
129389229	1	LOC129389229
129389228	1	LOC129389228
129389226	1	LOC129389226
129389213	1	LOC129389213
129389225	1	LOC129389225
129389224	1	LOC129389224
129389223	1	LOC129389223
129389222	1	LOC129389222
129389221	1	LOC129389221
129389220	1	LOC129389220
129389219	1	LOC129389219
129389218	1	LOC129389218
129389217	1	LOC129389217
129389216	1	LOC129389216
129389215	1	LOC129389215
129389214	1	LOC129389214
129389183	1	LOC129389183
129389182	1	LOC129389182
129389181	1	LOC129389181
129389138	1	LOC129389138
129389150	1	LOC129389150
129389149	1	LOC129389149
129389148	1	LOC129389148
129389147	1	LOC129389147
129389146	1	LOC129389146
129389145	1	LOC129389145
129389144	1	LOC129389144
129389143	1	LOC129389143
129389142	1	LOC129389142
129389141	1	LOC129389141
129389140	1	LOC129389140
129389139	1	LOC129389139
129389137	1	LOC129389137
129389180	1	LOC129389180
129389136	1	LOC129389136
129389135	1	LOC129389135
129389134	1	LOC129389134
129389133	1	LOC129389133
129389132	1	LOC129389132
129389131	1	LOC129389131
129389130	1	LOC129389130
129389129	1	LOC129389129
129389128	1	LOC129389128
129389127	1	LOC129389127
129389126	1	LOC129389126
129389125	1	LOC129389125
129389151	1	LOC129389151
129389152	1	LOC129389152
129389153	1	LOC129389153
129389154	1	LOC129389154
129389179	1	LOC129389179
129389178	1	LOC129389178
129389177	1	LOC129389177
129389176	1	LOC129389176
129389175	1	LOC129389175
129389174	1	LOC129389174
129389173	1	LOC129389173
129389172	1	LOC129389172
129389171	1	LOC129389171
129389170	1	LOC129389170
129389169	1	LOC129389169
129389168	1	LOC129389168
129389167	1	LOC129389167
129389166	1	LOC129389166
129389165	1	LOC129389165
129389164	1	LOC129389164
129389163	1	LOC129389163
129389162	1	LOC129389162
129389161	1	LOC129389161
129389160	1	LOC129389160
129389159	1	LOC129389159
129389158	1	LOC129389158
129389157	1	LOC129389157
129389156	1	LOC129389156
129389155	1	LOC129389155
129389004	1	LOC129389004
129389002	1	LOC129389002
129389241	1	LOC129389241
129388839	1	LOC129388839
129388851	1	LOC129388851
129388850	1	LOC129388850
129388849	1	LOC129388849
129388848	1	LOC129388848
129388847	1	LOC129388847
129388846	1	LOC129388846
129388845	1	LOC129388845
129388844	1	LOC129388844
129388843	1	LOC129388843
129388842	1	LOC129388842
129388841	1	LOC129388841
129388840	1	LOC129388840
129388838	1	LOC129388838
129388853	1	LOC129388853
129388837	1	LOC129388837
129388836	1	LOC129388836
129388835	1	LOC129388835
129388834	1	LOC129388834
129388833	1	LOC129388833
129388832	1	LOC129388832
129388831	1	LOC129388831
129388830	1	LOC129388830
129388829	1	LOC129388829
129388828	1	LOC129388828
129388827	1	LOC129388827
129388826	1	LOC129388826
129388852	1	LOC129388852
129388854	1	LOC129388854
129388824	1	LOC129388824
129388869	1	LOC129388869
129388881	1	LOC129388881
129388880	1	LOC129388880
129388879	1	LOC129388879
129388878	1	LOC129388878
129388877	1	LOC129388877
129388876	1	LOC129388876
129388875	1	LOC129388875
129388874	1	LOC129388874
129388873	1	LOC129388873
4934	1	NYS3
129388871	1	LOC129388871
129388870	1	LOC129388870
129388868	1	LOC129388868
129388855	1	LOC129388855
129388867	1	LOC129388867
129388866	1	LOC129388866
129388865	1	LOC129388865
129388864	1	LOC129388864
129388863	1	LOC129388863
129388862	1	LOC129388862
129388861	1	LOC129388861
129388860	1	LOC129388860
129388859	1	LOC129388859
129388858	1	LOC129388858
129388857	1	LOC129388857
129388856	1	LOC129388856
129388825	1	LOC129388825
129388823	1	LOC129388823
129389001	1	LOC129389001
129388779	1	LOC129388779
129388791	1	LOC129388791
129388790	1	LOC129388790
129388789	1	LOC129388789
129388788	1	LOC129388788
129388787	1	LOC129388787
129388786	1	LOC129388786
129388785	1	LOC129388785
129388784	1	LOC129388784
129388783	1	LOC129388783
129388782	1	LOC129388782
129388781	1	LOC129388781
129388780	1	LOC129388780
129388778	1	LOC129388778
129388793	1	LOC129388793
129388777	1	LOC129388777
129388776	1	LOC129388776
129388775	1	LOC129388775
129388774	1	LOC129388774
129388773	1	LOC129388773
129388772	1	LOC129388772
129388771	1	LOC129388771
129388770	1	LOC129388770
129388769	1	LOC129388769
129388768	1	LOC129388768
129388767	1	LOC129388767
129388766	1	LOC129388766
129388792	1	LOC129388792
129388794	1	LOC129388794
129388822	1	LOC129388822
129388809	1	LOC129388809
129388821	1	LOC129388821
129388820	1	LOC129388820
129388819	1	LOC129388819
129388818	1	LOC129388818
129388817	1	LOC129388817
129388816	1	LOC129388816
129388815	1	LOC129388815
129388814	1	LOC129388814
129388813	1	LOC129388813
129388812	1	LOC129388812
129388811	1	LOC129388811
129388810	1	LOC129388810
129388808	1	LOC129388808
129388795	1	LOC129388795
129388807	1	LOC129388807
129388806	1	LOC129388806
129388805	1	LOC129388805
129388804	1	LOC129388804
129388803	1	LOC129388803
129388802	1	LOC129388802
129388801	1	LOC129388801
129388800	1	LOC129388800
129388799	1	LOC129388799
129388798	1	LOC129388798
129388797	1	LOC129388797
129388796	1	LOC129388796
129388882	1	LOC129388882
129388883	1	LOC129388883
129388884	1	LOC129388884
129388958	1	LOC129388958
129388970	1	LOC129388970
129388969	1	LOC129388969
129388968	1	LOC129388968
129388967	1	LOC129388967
129388966	1	LOC129388966
129388965	1	LOC129388965
129388964	1	LOC129388964
129388963	1	LOC129388963
129388962	1	LOC129388962
129388961	1	LOC129388961
129388960	1	LOC129388960
129388959	1	LOC129388959
129388957	1	LOC129388957
129388972	1	LOC129388972
129388956	1	LOC129388956
129388955	1	LOC129388955
129388954	1	LOC129388954
129388953	1	LOC129388953
129388952	1	LOC129388952
129388951	1	LOC129388951
129388950	1	LOC129388950
129388949	1	LOC129388949
129388948	1	LOC129388948
129388947	1	LOC129388947
129388946	1	LOC129388946
129388945	1	LOC129388945
129388971	1	LOC129388971
129388973	1	LOC129388973
129388885	1	LOC129388885
129388988	1	LOC129388988
129389000	1	LOC129389000
129388999	1	LOC129388999
129388998	1	LOC129388998
129388997	1	LOC129388997
129388996	1	LOC129388996
129388995	1	LOC129388995
129388994	1	LOC129388994
129388993	1	LOC129388993
129388992	1	LOC129388992
129388991	1	LOC129388991
129388990	1	LOC129388990
129388989	1	LOC129388989
129388987	1	LOC129388987
129388974	1	LOC129388974
129388986	1	LOC129388986
129388985	1	LOC129388985
129388984	1	LOC129388984
129388983	1	LOC129388983
129388982	1	LOC129388982
129388981	1	LOC129388981
129388980	1	LOC129388980
129388979	1	LOC129388979
129388978	1	LOC129388978
129388977	1	LOC129388977
129388976	1	LOC129388976
129388975	1	LOC129388975
129388944	1	LOC129388944
129388943	1	LOC129388943
129388942	1	LOC129388942
129388899	1	LOC129388899
129388911	1	LOC129388911
129388910	1	LOC129388910
129388909	1	LOC129388909
129388908	1	LOC129388908
129388907	1	LOC129388907
129388906	1	LOC129388906
129388905	1	LOC129388905
129388904	1	LOC129388904
129388903	1	LOC129388903
129388902	1	LOC129388902
129388901	1	LOC129388901
129388900	1	LOC129388900
129388898	1	LOC129388898
129388941	1	LOC129388941
129388897	1	LOC129388897
129388896	1	LOC129388896
129388895	1	LOC129388895
129388894	1	LOC129388894
129388893	1	LOC129388893
129388892	1	LOC129388892
129388891	1	LOC129388891
129388890	1	LOC129388890
129388889	1	LOC129388889
129388888	1	LOC129388888
129388887	1	LOC129388887
129388886	1	LOC129388886
129388912	1	LOC129388912
129388913	1	LOC129388913
129388914	1	LOC129388914
129388915	1	LOC129388915
129388940	1	LOC129388940
129388939	1	LOC129388939
129388938	1	LOC129388938
129388937	1	LOC129388937
129388936	1	LOC129388936
129388935	1	LOC129388935
129388934	1	LOC129388934
129388933	1	LOC129388933
129388932	1	LOC129388932
129388931	1	LOC129388931
129388930	1	LOC129388930
129388929	1	LOC129388929
129388928	1	LOC129388928
129388927	1	LOC129388927
129388926	1	LOC129388926
129388925	1	LOC129388925
129388924	1	LOC129388924
129388923	1	LOC129388923
129388922	1	LOC129388922
129388921	1	LOC129388921
129388920	1	LOC129388920
129388919	1	LOC129388919
129388918	1	LOC129388918
129388917	1	LOC129388917
129388916	1	LOC129388916
129389240	1	LOC129389240
129389242	1	LOC129389242
129388764	1	LOC129388764
129389557	1	LOC129389557
129389569	1	LOC129389569
129389568	1	LOC129389568
129389567	1	LOC129389567
129389566	1	LOC129389566
129389565	1	LOC129389565
129389564	1	LOC129389564
129389563	1	LOC129389563
129389562	1	LOC129389562
129389561	1	LOC129389561
129389560	1	LOC129389560
129389559	1	LOC129389559
129389558	1	LOC129389558
129389556	1	LOC129389556
129389571	1	LOC129389571
129389555	1	LOC129389555
129389554	1	LOC129389554
129389553	1	LOC129389553
129389552	1	LOC129389552
129389551	1	LOC129389551
129389550	1	LOC129389550
129389549	1	LOC129389549
129389548	1	LOC129389548
129389547	1	LOC129389547
129389546	1	LOC129389546
129389545	1	LOC129389545
129389544	1	LOC129389544
129389570	1	LOC129389570
129389572	1	LOC129389572
129389542	1	LOC129389542
129389587	1	LOC129389587
129389599	1	LOC129389599
129389598	1	LOC129389598
129389597	1	LOC129389597
129389596	1	LOC129389596
129389595	1	LOC129389595
129389594	1	LOC129389594
129389593	1	LOC129389593
129389592	1	LOC129389592
129389591	1	LOC129389591
129389590	1	LOC129389590
129389589	1	LOC129389589
129389588	1	LOC129389588
129389586	1	LOC129389586
129389573	1	LOC129389573
129389585	1	LOC129389585
129389584	1	LOC129389584
129389583	1	LOC129389583
129389582	1	LOC129389582
129389581	1	LOC129389581
129389580	1	LOC129389580
129389579	1	LOC129389579
129389578	1	LOC129389578
129389577	1	LOC129389577
129389576	1	LOC129389576
129389575	1	LOC129389575
129389574	1	LOC129389574
129389543	1	LOC129389543
129389541	1	LOC129389541
129389482	1	LOC129389482
129389497	1	LOC129389497
129389509	1	LOC129389509
129389508	1	LOC129389508
129389507	1	LOC129389507
129389506	1	LOC129389506
129389505	1	LOC129389505
129389504	1	LOC129389504
129389503	1	LOC129389503
129389502	1	LOC129389502
129389501	1	LOC129389501
129389500	1	LOC129389500
129389499	1	LOC129389499
129389498	1	LOC129389498
129389496	1	LOC129389496
129389511	1	LOC129389511
129389495	1	LOC129389495
129389494	1	LOC129389494
129389493	1	LOC129389493
129389492	1	LOC129389492
129389491	1	LOC129389491
129389490	1	LOC129389490
129389489	1	LOC129389489
129389488	1	LOC129389488
129389487	1	LOC129389487
129389486	1	LOC129389486
129389485	1	LOC129389485
129389484	1	LOC129389484
129389510	1	LOC129389510
129389512	1	LOC129389512
129389540	1	LOC129389540
129389527	1	LOC129389527
129389539	1	LOC129389539
129389538	1	LOC129389538
129389537	1	LOC129389537
129389536	1	LOC129389536
129389535	1	LOC129389535
129389534	1	LOC129389534
129389533	1	LOC129389533
129389532	1	LOC129389532
129389531	1	LOC129389531
129389530	1	LOC129389530
129389529	1	LOC129389529
129389528	1	LOC129389528
129389526	1	LOC129389526
129389513	1	LOC129389513
129389525	1	LOC129389525
129389524	1	LOC129389524
129389523	1	LOC129389523
129389522	1	LOC129389522
129389521	1	LOC129389521
129389520	1	LOC129389520
129389519	1	LOC129389519
129389518	1	LOC129389518
129389517	1	LOC129389517
129389516	1	LOC129389516
129389515	1	LOC129389515
129389514	1	LOC129389514
129389600	1	LOC129389600
129389601	1	LOC129389601
129389602	1	LOC129389602
129389676	1	LOC129389676
129389688	1	LOC129389688
129389687	1	LOC129389687
129389686	1	LOC129389686
129389685	1	LOC129389685
129389684	1	LOC129389684
129389683	1	LOC129389683
129389682	1	LOC129389682
129389681	1	LOC129389681
129389680	1	LOC129389680
129389679	1	LOC129389679
129389678	1	LOC129389678
129389677	1	LOC129389677
129389675	1	LOC129389675
129389690	1	LOC129389690
129389674	1	LOC129389674
129389673	1	LOC129389673
129389672	1	LOC129389672
129389671	1	LOC129389671
129389670	1	LOC129389670
129389669	1	LOC129389669
129389668	1	LOC129389668
129389667	1	LOC129389667
129389666	1	LOC129389666
129389665	1	LOC129389665
129389664	1	LOC129389664
129389663	1	LOC129389663
129389689	1	LOC129389689
129389691	1	LOC129389691
129389603	1	LOC129389603
129389706	1	LOC129389706
129389718	1	LOC129389718
129389717	1	LOC129389717
129389716	1	LOC129389716
129389715	1	LOC129389715
129389714	1	LOC129389714
129389713	1	LOC129389713
129389712	1	LOC129389712
129389711	1	LOC129389711
129389710	1	LOC129389710
129389709	1	LOC129389709
129389708	1	LOC129389708
129389707	1	LOC129389707
129389705	1	LOC129389705
129389692	1	LOC129389692
129389704	1	LOC129389704
129389703	1	LOC129389703
129389702	1	LOC129389702
129389701	1	LOC129389701
129389700	1	LOC129389700
129389699	1	LOC129389699
129389698	1	LOC129389698
129389697	1	LOC129389697
129389696	1	LOC129389696
129389695	1	LOC129389695
129389694	1	LOC129389694
129389693	1	LOC129389693
129389662	1	LOC129389662
129389661	1	LOC129389661
129389660	1	LOC129389660
129389617	1	LOC129389617
129389629	1	LOC129389629
129389628	1	LOC129389628
129389627	1	LOC129389627
129389626	1	LOC129389626
129389625	1	LOC129389625
129389624	1	LOC129389624
129389623	1	LOC129389623
129389622	1	LOC129389622
129389621	1	LOC129389621
129389620	1	LOC129389620
129389619	1	LOC129389619
129389618	1	LOC129389618
129389616	1	LOC129389616
129389659	1	LOC129389659
129389615	1	LOC129389615
129389614	1	LOC129389614
129389613	1	LOC129389613
129389612	1	LOC129389612
129389611	1	LOC129389611
129389610	1	LOC129389610
129389609	1	LOC129389609
129389608	1	LOC129389608
129389607	1	LOC129389607
129389606	1	LOC129389606
129389605	1	LOC129389605
129389604	1	LOC129389604
129389630	1	LOC129389630
129389631	1	LOC129389631
129389632	1	LOC129389632
129389633	1	LOC129389633
129389658	1	LOC129389658
129389657	1	LOC129389657
129389656	1	LOC129389656
129389655	1	LOC129389655
129389654	1	LOC129389654
129389653	1	LOC129389653
129389652	1	LOC129389652
129389651	1	LOC129389651
129389650	1	LOC129389650
129389649	1	LOC129389649
129389648	1	LOC129389648
129389647	1	LOC129389647
129389646	1	LOC129389646
129389645	1	LOC129389645
129389644	1	LOC129389644
129389643	1	LOC129389643
129389642	1	LOC129389642
129389641	1	LOC129389641
129389640	1	LOC129389640
129389639	1	LOC129389639
129389638	1	LOC129389638
129389637	1	LOC129389637
129389636	1	LOC129389636
129389635	1	LOC129389635
129389634	1	LOC129389634
129389483	1	LOC129389483
129389481	1	LOC129389481
129389243	1	LOC129389243
129389318	1	LOC129389318
129389330	1	LOC129389330
129389329	1	LOC129389329
129389328	1	LOC129389328
129389327	1	LOC129389327
129389326	1	LOC129389326
129389325	1	LOC129389325
129389324	1	LOC129389324
129389323	1	LOC129389323
129389322	1	LOC129389322
129389321	1	LOC129389321
129389320	1	LOC129389320
129389319	1	LOC129389319
129389317	1	LOC129389317
129389332	1	LOC129389332
129389316	1	LOC129389316
129389315	1	LOC129389315
129389314	1	LOC129389314
129389313	1	LOC129389313
129389312	1	LOC129389312
129389311	1	LOC129389311
129389310	1	LOC129389310
129389309	1	LOC129389309
129389308	1	LOC129389308
129389307	1	LOC129389307
129389306	1	LOC129389306
129389305	1	LOC129389305
129389331	1	LOC129389331
129389333	1	LOC129389333
129389303	1	LOC129389303
129389348	1	LOC129389348
129389360	1	LOC129389360
129389359	1	LOC129389359
129389358	1	LOC129389358
129389357	1	LOC129389357
129389356	1	LOC129389356
129389355	1	LOC129389355
129389354	1	LOC129389354
129389353	1	LOC129389353
129389352	1	LOC129389352
129389351	1	LOC129389351
129389350	1	LOC129389350
129389349	1	LOC129389349
129389347	1	LOC129389347
129389334	1	LOC129389334
129389346	1	LOC129389346
129389345	1	LOC129389345
129389344	1	LOC129389344
129389343	1	LOC129389343
129389342	1	LOC129389342
129389341	1	LOC129389341
129389340	1	LOC129389340
129389339	1	LOC129389339
129389338	1	LOC129389338
129389337	1	LOC129389337
129389336	1	LOC129389336
