GeneID	#PubMed	Symbol
127887721	1	LOC127887721
127887720	1	LOC127887720
127887719	1	LOC127887719
127887718	1	LOC127887718
127887717	1	LOC127887717
127887716	1	LOC127887716
127887715	1	LOC127887715
127887714	1	LOC127887714
127887713	1	LOC127887713
127887712	1	LOC127887712
171220	1	DSTNP2
171222	1	UBE2L5
127887679	1	LOC127887679
127887636	1	LOC127887636
127887648	1	LOC127887648
127887647	1	LOC127887647
127887646	1	LOC127887646
127887645	1	LOC127887645
127887644	1	LOC127887644
127887643	1	LOC127887643
127887642	1	LOC127887642
127887641	1	LOC127887641
127887640	1	LOC127887640
127887639	1	LOC127887639
127887638	1	LOC127887638
127887637	1	LOC127887637
127887635	1	LOC127887635
127887678	1	LOC127887678
127887634	1	LOC127887634
127887633	1	LOC127887633
127887632	1	LOC127887632
127887631	1	LOC127887631
127887630	1	LOC127887630
171416	1	TXNP2
127887628	1	LOC127887628
127887627	1	LOC127887627
127887626	1	LOC127887626
127887625	1	LOC127887625
127887624	1	LOC127887624
171417	1	LOC171417
127887649	1	LOC127887649
127887650	1	LOC127887650
127887651	1	LOC127887651
127887652	1	LOC127887652
127887677	1	LOC127887677
127887676	1	LOC127887676
127887675	1	LOC127887675
127887674	1	LOC127887674
127887673	1	LOC127887673
127887672	1	LOC127887672
127887671	1	LOC127887671
127887670	1	LOC127887670
127887669	1	LOC127887669
127887668	1	LOC127887668
127887667	1	LOC127887667
127887666	1	LOC127887666
127887665	1	LOC127887665
127887664	1	LOC127887664
127887663	1	LOC127887663
127887662	1	LOC127887662
127887661	1	LOC127887661
127887660	1	LOC127887660
127887659	1	LOC127887659
127887658	1	LOC127887658
127887657	1	LOC127887657
127887656	1	LOC127887656
127887655	1	LOC127887655
127887654	1	LOC127887654
127887653	1	LOC127887653
127887502	1	LOC127887502
127887500	1	LOC127887500
127887739	1	LOC127887739
127887337	1	LOC127887337
127887349	1	LOC127887349
109616993	1	SNORA70H
127887347	1	LOC127887347
127887346	1	LOC127887346
202122	1	RPL27P10
109616992	1	SNORA30B
127887343	1	LOC127887343
127887342	1	LOC127887342
127887341	1	LOC127887341
127887340	1	LOC127887340
127887339	1	LOC127887339
127887338	1	LOC127887338
127887336	1	LOC127887336
127887351	1	LOC127887351
127887335	1	LOC127887335
127887334	1	LOC127887334
127887333	1	LOC127887333
127887332	1	LOC127887332
127887331	1	LOC127887331
127887330	1	LOC127887330
127887329	1	LOC127887329
127887328	1	LOC127887328
127887327	1	LOC127887327
127887326	1	LOC127887326
127887325	1	LOC127887325
127887324	1	LOC127887324
127887350	1	LOC127887350
109616994	1	SNORA75B
127887322	1	LOC127887322
127887367	1	LOC127887367
127887379	1	LOC127887379
127887378	1	LOC127887378
127887377	1	LOC127887377
127887376	1	LOC127887376
127887375	1	LOC127887375
201259	1	RPL32P31
110121281	1	LOC110121281
127887372	1	LOC127887372
127887371	1	LOC127887371
127887370	1	LOC127887370
127887369	1	LOC127887369
127887368	1	LOC127887368
127887366	1	LOC127887366
127887353	1	LOC127887353
127887365	1	LOC127887365
127887364	1	LOC127887364
127887363	1	LOC127887363
127887362	1	LOC127887362
127887361	1	LOC127887361
127887360	1	LOC127887360
127887359	1	LOC127887359
127887358	1	LOC127887358
127887357	1	LOC127887357
127887356	1	LOC127887356
127887355	1	LOC127887355
127887354	1	LOC127887354
127887323	1	LOC127887323
127887321	1	LOC127887321
127887499	1	LOC127887499
127887277	1	LOC127887277
127887289	1	LOC127887289
127887288	1	LOC127887288
127887287	1	LOC127887287
127887286	1	LOC127887286
127887285	1	LOC127887285
127887284	1	LOC127887284
127887283	1	LOC127887283
127887282	1	LOC127887282
127887281	1	LOC127887281
127887280	1	LOC127887280
127887279	1	LOC127887279
127887278	1	LOC127887278
127887276	1	LOC127887276
127887291	1	LOC127887291
127887275	1	LOC127887275
127887274	1	LOC127887274
127887273	1	LOC127887273
127887272	1	LOC127887272
127887271	1	LOC127887271
127887270	1	LOC127887270
127887269	1	LOC127887269
127887268	1	LOC127887268
127887267	1	LOC127887267
127887266	1	LOC127887266
127887265	1	LOC127887265
203429	1	FAM226A
127887290	1	LOC127887290
127887292	1	LOC127887292
127887320	1	LOC127887320
127887307	1	LOC127887307
127887319	1	LOC127887319
109616991	1	SNORD19C
127887317	1	LOC127887317
127887316	1	LOC127887316
127887315	1	LOC127887315
127887314	1	LOC127887314
127887313	1	LOC127887313
127887312	1	LOC127887312
127887311	1	LOC127887311
127887310	1	LOC127887310
127887309	1	LOC127887309
127887308	1	LOC127887308
127887306	1	LOC127887306
127887293	1	LOC127887293
127887305	1	LOC127887305
127887304	1	LOC127887304
127887303	1	LOC127887303
127887302	1	LOC127887302
127887301	1	LOC127887301
127887300	1	LOC127887300
110121286	1	LOC110121286
127887298	1	LOC127887298
127887297	1	LOC127887297
127887296	1	LOC127887296
127887295	1	LOC127887295
127887294	1	LOC127887294
127887380	1	LOC127887380
127887381	1	LOC127887381
201243	1	SPEM2
127887456	1	LOC127887456
127887468	1	LOC127887468
127887467	1	LOC127887467
192679	1	SLEN2
127887465	1	LOC127887465
127887464	1	LOC127887464
127887463	1	LOC127887463
196120	1	SSU72L5
196188	1	RPS2P38
127887460	1	LOC127887460
127887459	1	LOC127887459
127887458	1	LOC127887458
127887457	1	LOC127887457
127887455	1	LOC127887455
127887470	1	LOC127887470
127887454	1	LOC127887454
127887453	1	LOC127887453
127887452	1	LOC127887452
127887451	1	LOC127887451
127887450	1	LOC127887450
196415	1	LINC02909
127887448	1	LOC127887448
127887447	1	LOC127887447
127887446	1	LOC127887446
127887445	1	LOC127887445
127887444	1	LOC127887444
109616996	1	SNORD3I
127887469	1	LOC127887469
127887471	1	LOC127887471
200772	1	UICLM
110121277	1	LOC110121277
127887498	1	LOC127887498
127887497	1	LOC127887497
127887496	1	LOC127887496
127887495	1	LOC127887495
127887494	1	LOC127887494
127887493	1	LOC127887493
127887492	1	LOC127887492
127887491	1	LOC127887491
192146	1	DDX50P1
127887489	1	LOC127887489
127887488	1	LOC127887488
192149	1	BMIQ2
127887485	1	LOC127887485
127887472	1	LOC127887472
127887484	1	LOC127887484
127887483	1	LOC127887483
127887482	1	LOC127887482
127887481	1	LOC127887481
127887480	1	LOC127887480
127887479	1	LOC127887479
127887478	1	LOC127887478
127887477	1	LOC127887477
192676	1	DFNA43
192677	1	SLEN1
127887474	1	LOC127887474
127887473	1	LOC127887473
127887442	1	LOC127887442
127887441	1	LOC127887441
127887440	1	LOC127887440
127887397	1	LOC127887397
127887409	1	LOC127887409
127887408	1	LOC127887408
127887407	1	LOC127887407
127887406	1	LOC127887406
127887405	1	LOC127887405
127887404	1	LOC127887404
110121279	1	LOC110121279
127887402	1	LOC127887402
127887401	1	LOC127887401
127887400	1	LOC127887400
127887399	1	LOC127887399
127887398	1	LOC127887398
127887396	1	LOC127887396
127887439	1	LOC127887439
127887395	1	LOC127887395
127887394	1	LOC127887394
127887393	1	LOC127887393
199827	1	RNASEH1P3
127887391	1	LOC127887391
109616995	1	SNORD70B
127887389	1	LOC127887389
127887388	1	LOC127887388
199900	1	MRPS21P1
127887386	1	LOC127887386
200149	1	TUBB8P6
127887384	1	LOC127887384
127887410	1	LOC127887410
127887411	1	LOC127887411
127887412	1	LOC127887412
127887413	1	LOC127887413
127887438	1	LOC127887438
127887437	1	LOC127887437
127887436	1	LOC127887436
127887435	1	LOC127887435
127887434	1	LOC127887434
127887433	1	LOC127887433
127887432	1	LOC127887432
197331	1	TUBB8P7
127887430	1	LOC127887430
127887429	1	LOC127887429
127887428	1	LOC127887428
127887427	1	LOC127887427
127887426	1	LOC127887426
127887425	1	LOC127887425
127887424	1	LOC127887424
127887423	1	LOC127887423
127887422	1	LOC127887422
127887421	1	LOC127887421
127887420	1	LOC127887420
127887419	1	LOC127887419
127887418	1	LOC127887418
127887417	1	LOC127887417
127887416	1	LOC127887416
127887415	1	LOC127887415
127887414	1	LOC127887414
127887738	1	LOC127887738
127887740	1	LOC127887740
127888217	1	LOC127888217
127888055	1	LOC127888055
127888067	1	LOC127888067
127888066	1	LOC127888066
127888065	1	LOC127888065
110121248	1	LOC110121248
127888063	1	LOC127888063
127888062	1	LOC127888062
127888061	1	LOC127888061
127888060	1	LOC127888060
127888059	1	LOC127888059
127888058	1	LOC127888058
127888057	1	LOC127888057
127888056	1	LOC127888056
127888054	1	LOC127888054
127888069	1	LOC127888069
127888053	1	LOC127888053
127888052	1	LOC127888052
127888051	1	LOC127888051
127888050	1	LOC127888050
127888049	1	LOC127888049
127888048	1	LOC127888048
127888047	1	LOC127888047
127888046	1	LOC127888046
157956	1	CDC20P1
127888044	1	LOC127888044
127888043	1	LOC127888043
110121249	1	LOC110121249
127888068	1	LOC127888068
127888070	1	LOC127888070
127888040	1	LOC127888040
127888085	1	LOC127888085
127888097	1	LOC127888097
127888096	1	LOC127888096
127888095	1	LOC127888095
127888094	1	LOC127888094
127888093	1	LOC127888093
127888092	1	LOC127888092
127888091	1	LOC127888091
127888090	1	LOC127888090
127888089	1	LOC127888089
127888088	1	LOC127888088
127888087	1	LOC127888087
127888086	1	LOC127888086
127888084	1	LOC127888084
127888071	1	LOC127888071
127888083	1	LOC127888083
127888082	1	LOC127888082
127888081	1	LOC127888081
127888080	1	LOC127888080
127888079	1	LOC127888079
127888078	1	LOC127888078
127888077	1	LOC127888077
127888076	1	LOC127888076
157708	1	SEC11B
127888074	1	LOC127888074
127888073	1	LOC127888073
127888072	1	LOC127888072
127888041	1	LOC127888041
127888039	1	LOC127888039
127887979	1	LOC127887979
127887995	1	LOC127887995
127888007	1	LOC127888007
127888006	1	LOC127888006
110121253	1	LOC110121253
127888004	1	LOC127888004
127888003	1	LOC127888003
110121254	1	LOC110121254
158373	1	YBX1P10
127888000	1	LOC127888000
127887999	1	LOC127887999
127887998	1	LOC127887998
158434	1	LOC158434
109617005	1	SNORA41B
127887994	1	LOC127887994
127888009	1	LOC127888009
127887993	1	LOC127887993
127887992	1	LOC127887992
127887991	1	LOC127887991
109617004	1	SNORA35B
127887989	1	LOC127887989
127887988	1	LOC127887988
158674	1	RPSAP3
127887986	1	LOC127887986
127887985	1	LOC127887985
127887984	1	LOC127887984
127887983	1	LOC127887983
127887982	1	LOC127887982
127888008	1	LOC127888008
127888010	1	LOC127888010
127888038	1	LOC127888038
127888025	1	LOC127888025
127888037	1	LOC127888037
127888036	1	LOC127888036
127888035	1	LOC127888035
127888034	1	LOC127888034
127888033	1	LOC127888033
109617008	1	SNORA70I
127888031	1	LOC127888031
127888030	1	LOC127888030
127888029	1	LOC127888029
127888028	1	LOC127888028
127888027	1	LOC127888027
158104	1	RPS10P3
127888024	1	LOC127888024
127888011	1	LOC127888011
127888023	1	LOC127888023
127888022	1	LOC127888022
109617007	1	SNORA63E
127888020	1	LOC127888020
127888019	1	LOC127888019
127888018	1	LOC127888018
127888017	1	LOC127888017
109617006	1	SNORA63B
127888015	1	LOC127888015
127888014	1	LOC127888014
127888013	1	LOC127888013
127888012	1	LOC127888012
127888098	1	LOC127888098
127888099	1	LOC127888099
127888100	1	LOC127888100
127888174	1	LOC127888174
127888186	1	LOC127888186
127888185	1	LOC127888185
127888184	1	LOC127888184
127888183	1	LOC127888183
127888182	1	LOC127888182
127888181	1	LOC127888181
157489	1	SDAD1P1
157530	1	ST13P6
127888178	1	LOC127888178
127888177	1	LOC127888177
110121245	1	LOC110121245
127888175	1	LOC127888175
127888173	1	LOC127888173
127888188	1	LOC127888188
127888172	1	LOC127888172
127888171	1	LOC127888171
127888170	1	LOC127888170
127888169	1	LOC127888169
127888168	1	LOC127888168
127888167	1	LOC127888167
127888166	1	LOC127888166
127888165	1	LOC127888165
127888164	1	LOC127888164
127888163	1	LOC127888163
127888162	1	LOC127888162
127888161	1	LOC127888161
110121244	1	LOC110121244
127888189	1	LOC127888189
127888101	1	LOC127888101
127888204	1	LOC127888204
127888216	1	LOC127888216
127888215	1	LOC127888215
127888214	1	LOC127888214
154937	1	LOC154937
127888212	1	LOC127888212
110121243	1	LOC110121243
127888210	1	LOC127888210
155340	1	OR7E136P
127888208	1	LOC127888208
127888207	1	LOC127888207
127888206	1	LOC127888206
127888205	1	LOC127888205
127888203	1	LOC127888203
127888190	1	LOC127888190
127888202	1	LOC127888202
127888201	1	LOC127888201
127888200	1	LOC127888200
127888199	1	LOC127888199
127888198	1	LOC127888198
127888197	1	LOC127888197
127888196	1	LOC127888196
127888195	1	LOC127888195
127888194	1	LOC127888194
157206	1	RPL21P11
127888192	1	LOC127888192
127888191	1	LOC127888191
127888160	1	LOC127888160
127888159	1	LOC127888159
127888158	1	LOC127888158
109617009	1	SNORA74C-2
127888127	1	LOC127888127
127888126	1	LOC127888126
127888125	1	LOC127888125
127888124	1	LOC127888124
127888123	1	LOC127888123
127888122	1	LOC127888122
127888121	1	LOC127888121
127888120	1	LOC127888120
127888119	1	LOC127888119
109617010	1	SNORA77B
127888117	1	LOC127888117
127888116	1	LOC127888116
127888114	1	LOC127888114
127888157	1	LOC127888157
127888113	1	LOC127888113
127888112	1	LOC127888112
127888111	1	LOC127888111
127888110	1	LOC127888110
127888109	1	LOC127888109
127888108	1	LOC127888108
127888107	1	LOC127888107
127888106	1	LOC127888106
127888105	1	LOC127888105
127888104	1	LOC127888104
127888103	1	LOC127888103
127888102	1	LOC127888102
127888128	1	LOC127888128
127888129	1	LOC127888129
127888130	1	LOC127888130
127888131	1	LOC127888131
127888156	1	LOC127888156
127888155	1	LOC127888155
127888154	1	LOC127888154
127888153	1	LOC127888153
127888152	1	LOC127888152
127888151	1	LOC127888151
127888150	1	LOC127888150
127888149	1	LOC127888149
127888148	1	LOC127888148
127888147	1	LOC127888147
127888146	1	LOC127888146
127888145	1	LOC127888145
127888144	1	LOC127888144
127888143	1	LOC127888143
127888142	1	LOC127888142
127888141	1	LOC127888141
127888140	1	LOC127888140
127888139	1	LOC127888139
127888138	1	LOC127888138
127888137	1	LOC127888137
127888136	1	LOC127888136
127888135	1	LOC127888135
127888134	1	LOC127888134
127888133	1	LOC127888133
127888132	1	LOC127888132
158905	1	PHF10P1
110121257	1	LOC110121257
127887741	1	LOC127887741
127887815	1	LOC127887815
127887827	1	LOC127887827
127887826	1	LOC127887826
127887825	1	LOC127887825
127887824	1	LOC127887824
127887823	1	LOC127887823
127887822	1	LOC127887822
127887821	1	LOC127887821
127887820	1	LOC127887820
127887819	1	LOC127887819
127887818	1	LOC127887818
127887817	1	LOC127887817
127887816	1	LOC127887816
127887814	1	LOC127887814
127887829	1	LOC127887829
127887813	1	LOC127887813
127887812	1	LOC127887812
127887811	1	LOC127887811
127887810	1	LOC127887810
127887809	1	LOC127887809
127887808	1	LOC127887808
127887807	1	LOC127887807
127887806	1	LOC127887806
127887805	1	LOC127887805
127887804	1	LOC127887804
127887803	1	LOC127887803
127887802	1	LOC127887802
127887828	1	LOC127887828
127887830	1	LOC127887830
127887800	1	LOC127887800
127887845	1	LOC127887845
127887857	1	LOC127887857
127887856	1	LOC127887856
127887855	1	LOC127887855
127887854	1	LOC127887854
127887853	1	LOC127887853
127887852	1	LOC127887852
127887851	1	LOC127887851
127887850	1	LOC127887850
127887849	1	LOC127887849
127887848	1	LOC127887848
127887847	1	LOC127887847
127887846	1	LOC127887846
127887844	1	LOC127887844
127887831	1	LOC127887831
127887843	1	LOC127887843
127887842	1	LOC127887842
127887841	1	LOC127887841
127887840	1	LOC127887840
127887839	1	LOC127887839
127887838	1	LOC127887838
127887837	1	LOC127887837
127887836	1	LOC127887836
127887835	1	LOC127887835
127887834	1	LOC127887834
127887833	1	LOC127887833
127887832	1	LOC127887832
127887801	1	LOC127887801
127887799	1	LOC127887799
159770	1	CBX3P1
127887755	1	LOC127887755
127887767	1	LOC127887767
127887766	1	LOC127887766
127887765	1	LOC127887765
127887764	1	LOC127887764
127887763	1	LOC127887763
127887762	1	LOC127887762
127887761	1	LOC127887761
127887760	1	LOC127887760
127887759	1	LOC127887759
127887758	1	LOC127887758
127887757	1	LOC127887757
127887756	1	LOC127887756
127887754	1	LOC127887754
127887769	1	LOC127887769
127887753	1	LOC127887753
127887752	1	LOC127887752
127887751	1	LOC127887751
127887750	1	LOC127887750
127887749	1	LOC127887749
127887748	1	LOC127887748
127887747	1	LOC127887747
127887746	1	LOC127887746
127887745	1	LOC127887745
127887744	1	LOC127887744
127887743	1	LOC127887743
127887742	1	LOC127887742
127887768	1	LOC127887768
127887770	1	LOC127887770
127887798	1	LOC127887798
127887785	1	LOC127887785
127887797	1	LOC127887797
127887796	1	LOC127887796
127887795	1	LOC127887795
127887794	1	LOC127887794
127887793	1	LOC127887793
127887792	1	LOC127887792
127887791	1	LOC127887791
127887790	1	LOC127887790
127887789	1	LOC127887789
127887788	1	LOC127887788
127887787	1	LOC127887787
127887786	1	LOC127887786
170535	1	PGAM3P
127887771	1	LOC127887771
127887783	1	LOC127887783
170547	1	AIMP1P1
127887781	1	LOC127887781
127887780	1	LOC127887780
127887779	1	LOC127887779
127887778	1	LOC127887778
127887777	1	LOC127887777
127887776	1	LOC127887776
127887775	1	LOC127887775
127887774	1	LOC127887774
127887773	1	LOC127887773
127887772	1	LOC127887772
127887858	1	LOC127887858
127887859	1	LOC127887859
127887860	1	LOC127887860
127887934	1	LOC127887934
163088	1	TAF9P3
127887945	1	LOC127887945
127887944	1	LOC127887944
127887943	1	LOC127887943
127887942	1	LOC127887942
127887941	1	LOC127887941
127887940	1	LOC127887940
110121263	1	LOC110121263
127887938	1	LOC127887938
127887937	1	LOC127887937
127887936	1	LOC127887936
164118	1	TTC24
127887933	1	LOC127887933
127887948	1	LOC127887948
127887932	1	LOC127887932
110121264	1	LOC110121264
110121265	1	LOC110121265
127887929	1	LOC127887929
127887928	1	LOC127887928
164837	1	CYCSP7
127887926	1	LOC127887926
168330	1	PRSS3P1
127887924	1	LOC127887924
127887923	1	LOC127887923
127887922	1	LOC127887922
127887921	1	LOC127887921
109617002	1	SNORA21B
127887949	1	LOC127887949
127887861	1	LOC127887861
127887964	1	LOC127887964
109617003	1	SNORA24B
161159	1	ACTN1-DT
127887974	1	LOC127887974
161271	1	OR4H12P
127887972	1	LOC127887972
110121259	1	LOC110121259
127887970	1	LOC127887970
127887969	1	LOC127887969
127887968	1	LOC127887968
127887967	1	LOC127887967
127887966	1	LOC127887966
127887965	1	LOC127887965
127887963	1	LOC127887963
127887950	1	LOC127887950
127887962	1	LOC127887962
110121260	1	LOC110121260
161635	1	CSNK1A1P1
127887959	1	LOC127887959
127887958	1	LOC127887958
127887957	1	LOC127887957
110121261	1	LOC110121261
127887955	1	LOC127887955
127887954	1	LOC127887954
162137	1	LOC162137
127887952	1	LOC127887952
127887951	1	LOC127887951
127887920	1	LOC127887920
127887919	1	LOC127887919
127887918	1	LOC127887918
127887875	1	LOC127887875
127887887	1	LOC127887887
127887886	1	LOC127887886
127887885	1	LOC127887885
127887884	1	LOC127887884
127887883	1	LOC127887883
127887882	1	LOC127887882
127887881	1	LOC127887881
127887880	1	LOC127887880
170532	1	OTSC3
127887878	1	LOC127887878
127887877	1	LOC127887877
127887876	1	LOC127887876
127887874	1	LOC127887874
168474	1	SEPHS1P1
127887873	1	LOC127887873
127887872	1	LOC127887872
127887871	1	LOC127887871
127887870	1	LOC127887870
127887869	1	LOC127887869
127887868	1	LOC127887868
127887867	1	LOC127887867
127887866	1	LOC127887866
127887865	1	LOC127887865
127887864	1	LOC127887864
127887863	1	LOC127887863
127887862	1	LOC127887862
110121268	1	LOC110121268
127887889	1	LOC127887889
127887890	1	LOC127887890
127887891	1	LOC127887891
